90,19,2015-06-16 18:32:44 UTC,STANDARDOWE,779078169,PRZEMYSLAW,KAMINSKI
91,306,2015-06-16 20:37:04 UTC,KRYTYCZNE,878290913,PAWEL,KUBIAK
92,210,2015-06-16 22:57:24 UTC,KRYTYCZNE,366895788,IRENEUSZ,NOWAKOWSKI
93,160,2015-06-17 05:02:27 UTC,STANDARDOWE,221413401,DAWID,SZEWCZYK
94,195,2015-06-17 10:03:18 UTC,KRYTYCZNE,299708504,SERHII,WISNIEWSKI
95,329,2015-06-17 14:53:15 UTC,STANDARDOWE,525254397,MARIUSZ,BARANOWSKI
96,301,2015-06-17 16:53:04 UTC,NISKI PRIORYTET,777007182,MATEUSZ,JAKUBOWSKI
97,173,2015-06-17 21:23:29 UTC,NISKI PRIORYTET,565422875,MARIUSZ,KOWALSKI
98,168,2015-06-18 01:07:55 UTC,NISKI PRIORYTET,191491455,MAREK,KACZMAREK
99,111,2015-06-18 06:52:39 UTC,STANDARDOWE,704555744,ZYGMUNT,MAZUR
100,232,2015-06-18 10:57:08 UTC,BEZPODSTAWNE,628039218,FRANCISZEK,MAZUR
101,61,2015-06-18 16:35:34 UTC,STANDARDOWE,465388414,ANDRZEJ,WASILEWSKI
102,23,2015-06-18 21:17:48 UTC,STANDARDOWE,614862087,WIESLAW,ZIOLKOWSKI
103,124,2015-06-19 00:01:10 UTC,NISKI PRIORYTET,381144475,KACPER,WYSOCKI
104,139,2015-06-19 02:20:56 UTC,PILNE,382671362,KRZYSZTOF,NOWAK
105,82,2015-06-19 05:49:39 UTC,BEZPODSTAWNE,665617124,MICHAL,NOWAKOWSKI
106,327,2015-06-19 09:21:13 UTC,BEZPODSTAWNE,509678105,ZBIGNIEW,CZARNECKI
107,93,2015-06-19 11:26:26 UTC,NISKI PRIORYTET,120596229,RAFAL,STEPIEN
108,190,2015-06-19 13:07:07 UTC,NISKI PRIORYTET,428700164,KRYSTIAN,WOJCIK
109,25,2015-06-19 19:14:45 UTC,BEZPODSTAWNE,168626596,PIOTR,NOWAK
110,220,2015-06-19 23:40:38 UTC,NISKI PRIORYTET,940555520,ADRIAN,LEWANDOWSKI
111,303,2015-06-20 04:08:08 UTC,NISKI PRIORYTET,793712511,BARTOSZ,KANIA
112,238,2015-06-20 09:42:01 UTC,NISKI PRIORYTET,872384748,KAZIMIERZ,KOLODZIEJ
113,216,2015-06-20 12:57:26 UTC,BEZPODSTAWNE,474435874,MARCIN,WROBEL
114,210,2015-06-20 15:39:22 UTC,NISKI PRIORYTET,621686618,IGOR,SOBCZAK
115,138,2015-06-20 17:51:04 UTC,NISKI PRIORYTET,448865920,ANTONI,GRABOWSKI
116,9,2015-06-21 00:21:17 UTC,BEZPODSTAWNE,514995353,HUBERT,BRZEZINSKI
117,122,2015-06-21 06:43:08 UTC,STANDARDOWE,337478330,MATEUSZ,KOZLOWSKI
118,87,2015-06-21 13:09:03 UTC,BEZPODSTAWNE,299400121,GRZEGORZ,NOWAK
119,90,2015-06-21 16:38:35 UTC,STANDARDOWE,349407861,MICHAL,MAZUR
120,251,2015-06-21 22:54:10 UTC,BEZPODSTAWNE,606886025,MICHAL,ZIELINSKI
121,53,2015-06-22 04:36:46 UTC,PILNE,957572946,ROMAN,MAKOWSKI
122,13,2015-06-22 09:20:14 UTC,BEZPODSTAWNE,532280357,ARTUR,JAWORSKI
123,97,2015-06-22 13:32:17 UTC,NISKI PRIORYTET,595711453,DAWID,KOZLOWSKI
124,221,2015-06-22 19:00:50 UTC,STANDARDOWE,775113857,RYSZARD,SOKOLOWSKI
125,48,2015-06-22 22:56:30 UTC,BEZPODSTAWNE,607001256,ARKADIUSZ,SIKORA
126,64,2015-06-23 04:06:38 UTC,STANDARDOWE,206694725,DANIEL,NOWAK
127,291,2015-06-23 08:40:18 UTC,STANDARDOWE,784911359,WOJCIECH,MICHALSKI
128,54,2015-06-23 13:17:39 UTC,BEZPODSTAWNE,188708917,IRENEUSZ,KOWALSKI
129,18,2015-06-23 18:41:07 UTC,NISKI PRIORYTET,152097560,PIOTR,KRAWCZYK
130,52,2015-06-23 23:23:55 UTC,STANDARDOWE,816178009,DAWID,PIOTROWSKI
131,276,2015-06-24 03:24:30 UTC,BEZPODSTAWNE,804374390,PAWEL,WASILEWSKI
132,92,2015-06-24 06:33:17 UTC,BEZPODSTAWNE,491130995,KRZYSZTOF,WITKOWSKI
133,168,2015-06-24 11:57:06 UTC,STANDARDOWE,235633576,WIKTOR,MALINOWSKI
134,25,2015-06-24 18:13:54 UTC,KRYTYCZNE,528312526,RYSZARD,KAMINSKI
135,320,2015-06-24 22:21:00 UTC,PILNE,567495091,SLAWOMIR,WOZNIAK
136,188,2015-06-25 00:40:54 UTC,NISKI PRIORYTET,806205943,MICHAL,ADAMCZYK
137,111,2015-06-25 07:03:09 UTC,BEZPODSTAWNE,497918872,KRZYSZTOF,WOJCIK
138,58,2015-06-25 11:52:43 UTC,NISKI PRIORYTET,636161891,ZBIGNIEW,SIKORA
139,240,2015-06-25 17:17:49 UTC,BEZPODSTAWNE,168153612,LUKASZ,DABROWSKI
140,305,2015-06-25 22:36:40 UTC,STANDARDOWE,259587249,MARCIN,NOWICKI
141,118,2015-06-26 01:20:58 UTC,NISKI PRIORYTET,306379488,MARCIN,JAKUBOWSKI
142,290,2015-06-26 06:22:32 UTC,BEZPODSTAWNE,324060984,ADAM,WASILEWSKI
143,149,2015-06-26 11:10:54 UTC,STANDARDOWE,610960170,ANDRII,NOWAK
144,321,2015-06-26 14:55:38 UTC,STANDARDOWE,452239718,DARIUSZ,WOZNIAK
145,8,2015-06-26 16:52:36 UTC,STANDARDOWE,700778975,SERHII,KAMINSKI
146,298,2015-06-26 19:10:55 UTC,STANDARDOWE,261253949,MARIUSZ,BORKOWSKI
147,198,2015-06-26 23:56:45 UTC,NISKI PRIORYTET,461168152,PATRYK,WOZNIAK
148,103,2015-06-27 04:57:53 UTC,NISKI PRIORYTET,814567107,JOZEF,SZYMANSKI
149,249,2015-06-27 08:31:50 UTC,NISKI PRIORYTET,957921691,HENRYK,WITKOWSKI
150,127,2015-06-27 12:20:40 UTC,BEZPODSTAWNE,867102456,PIOTR,GORSKI
151,71,2015-06-27 17:19:21 UTC,NISKI PRIORYTET,606049516,JACEK,PIETRZAK
152,196,2015-06-27 20:27:09 UTC,NISKI PRIORYTET,808563913,JULIAN,GORSKI
153,284,2015-06-27 23:54:06 UTC,BEZPODSTAWNE,319154425,FILIP,LEWANDOWSKI
154,32,2015-06-28 05:00:51 UTC,BEZPODSTAWNE,865664147,OSKAR,NOWAK
155,265,2015-06-28 06:47:25 UTC,NISKI PRIORYTET,840976461,MARCIN,TOMASZEWSKI
156,62,2015-06-28 10:27:20 UTC,KRYTYCZNE,637754320,WIESLAW,KOWALSKI
157,318,2015-06-28 13:34:43 UTC,PILNE,521072302,FRANCISZEK,KOWALSKI
158,208,2015-06-28 18:10:57 UTC,STANDARDOWE,766289438,GRZEGORZ,PAWLOWSKI
159,327,2015-06-28 20:33:36 UTC,BEZPODSTAWNE,310531761,IGNACY,KRAJEWSKI
160,86,2015-06-29 02:50:12 UTC,KRYTYCZNE,851254540,MICHAL,PIOTROWSKI
161,266,2015-06-29 08:33:06 UTC,BEZPODSTAWNE,770489115,PAWEL,MICHALSKI
162,140,2015-06-29 12:48:41 UTC,BEZPODSTAWNE,207836367,JAKUB,WLODARCZYK
163,193,2015-06-29 15:37:44 UTC,PILNE,711466751,KRZYSZTOF,KOWALSKI
164,248,2015-06-29 18:35:45 UTC,NISKI PRIORYTET,784320048,WOJCIECH,WITKOWSKI
165,312,2015-06-29 21:59:52 UTC,BEZPODSTAWNE,434982646,GRZEGORZ,PIOTROWSKI
166,69,2015-06-30 03:46:02 UTC,BEZPODSTAWNE,683094341,PRZEMYSLAW,MROZ
167,62,2015-06-30 06:07:51 UTC,PILNE,812389971,WOJCIECH,DUDEK
168,80,2015-06-30 08:11:14 UTC,STANDARDOWE,837161498,OLIWIER,URBANSKI
169,35,2015-06-30 13:22:33 UTC,STANDARDOWE,536086739,GRZEGORZ,WISNIEWSKI
170,103,2015-06-30 15:39:04 UTC,STANDARDOWE,259641834,DMYTRO,DABROWSKI
171,34,2015-06-30 18:38:51 UTC,STANDARDOWE,766643727,MAREK,WITKOWSKI
172,329,2015-07-01 01:07:25 UTC,BEZPODSTAWNE,331393748,STANISLAW,SIKORA
173,274,2015-07-01 06:30:48 UTC,BEZPODSTAWNE,303208836,PATRYK,JAWORSKI
174,146,2015-07-01 10:41:02 UTC,BEZPODSTAWNE,270978377,DAWID,ZAJAC
175,227,2015-07-01 16:28:15 UTC,STANDARDOWE,438019416,ADAM,KOLODZIEJ
176,176,2015-07-01 22:03:09 UTC,BEZPODSTAWNE,624830633,FILIP,LASKOWSKI
177,141,2015-07-02 02:42:54 UTC,BEZPODSTAWNE,108061242,KRZYSZTOF,ZIOLKOWSKI
178,250,2015-07-02 08:37:43 UTC,BEZPODSTAWNE,163721503,ADAM,WLODARCZYK
179,118,2015-07-02 14:45:07 UTC,STANDARDOWE,392473997,KRZYSZTOF,ADAMCZYK
180,20,2015-07-02 17:35:59 UTC,NISKI PRIORYTET,696348089,KRZYSZTOF,ZAWADZKI
181,261,2015-07-02 20:45:23 UTC,NISKI PRIORYTET,271126170,KRZYSZTOF,WISNIEWSKI
182,327,2015-07-02 22:32:05 UTC,STANDARDOWE,322211923,LEON,WOZNIAK
183,115,2015-07-03 01:34:48 UTC,STANDARDOWE,569791391,MATEUSZ,LEWANDOWSKI
184,168,2015-07-03 05:29:33 UTC,STANDARDOWE,588623028,TOMASZ,JAKUBOWSKI
185,189,2015-07-03 11:06:40 UTC,NISKI PRIORYTET,769608292,ROBERT,BARAN
186,250,2015-07-03 15:22:19 UTC,BEZPODSTAWNE,913872987,STANISLAW,JANKOWSKI
187,231,2015-07-03 19:20:27 UTC,STANDARDOWE,916208302,WOJCIECH,KACZMAREK
188,157,2015-07-04 00:17:25 UTC,BEZPODSTAWNE,608909266,WIKTOR,SZYMANSKI
189,19,2015-07-04 05:43:00 UTC,BEZPODSTAWNE,843258589,RAFAL,PIOTROWSKI
190,183,2015-07-04 07:37:21 UTC,NISKI PRIORYTET,374387362,MAREK,STEPIEN
191,26,2015-07-04 13:42:20 UTC,STANDARDOWE,533871708,MARIAN,KUCHARSKI
192,156,2015-07-04 16:18:34 UTC,NISKI PRIORYTET,149837229,BARTOSZ,ZALEWSKI
193,238,2015-07-04 22:46:58 UTC,BEZPODSTAWNE,197536173,KRZYSZTOF,STEPIEN
194,14,2015-07-05 04:39:59 UTC,PILNE,504398203,KAZIMIERZ,KOWALCZYK
195,145,2015-07-05 10:34:53 UTC,STANDARDOWE,593502531,VOLODYMYR,JABLONSKI
196,60,2015-07-05 13:18:52 UTC,PILNE,380254981,ANDRZEJ,KROL
197,195,2015-07-05 19:45:19 UTC,BEZPODSTAWNE,754249485,STANISLAW,KOWALSKI
198,249,2015-07-06 01:56:11 UTC,NISKI PRIORYTET,669314929,LUKASZ,BARAN
199,293,2015-07-06 05:51:50 UTC,STANDARDOWE,641043095,TOMASZ,ZAKRZEWSKI
200,323,2015-07-06 08:00:47 UTC,BEZPODSTAWNE,280637642,ZYGMUNT,KAMINSKI
201,280,2015-07-06 10:22:32 UTC,NISKI PRIORYTET,178754668,ARKADIUSZ,LASKOWSKI
202,209,2015-07-06 13:33:24 UTC,BEZPODSTAWNE,255198266,GRZEGORZ,WITKOWSKI
203,7,2015-07-06 16:02:57 UTC,BEZPODSTAWNE,526568406,LESZEK,DABROWSKI
204,205,2015-07-06 18:19:04 UTC,BEZPODSTAWNE,235595061,ANDRZEJ,WOJCIK
205,79,2015-07-07 00:15:51 UTC,NISKI PRIORYTET,784064478,STANISLAW,SZYMCZAK
206,259,2015-07-07 05:56:54 UTC,BEZPODSTAWNE,252165241,KACPER,WOZNIAK
207,160,2015-07-07 11:58:31 UTC,NISKI PRIORYTET,718181150,JAN,DUDEK
208,267,2015-07-07 16:33:53 UTC,BEZPODSTAWNE,813348328,JERZY,KWIATKOWSKI
209,234,2015-07-07 21:18:03 UTC,KRYTYCZNE,789470773,MICHAL,DUDEK
210,169,2015-07-08 03:11:05 UTC,BEZPODSTAWNE,477699409,JOZEF,ZIELINSKI
211,34,2015-07-08 08:00:01 UTC,BEZPODSTAWNE,541055888,STANISLAW,SOKOLOWSKI
212,86,2015-07-08 13:38:54 UTC,BEZPODSTAWNE,750808986,PIOTR,JASINSKI
213,201,2015-07-08 19:55:24 UTC,NISKI PRIORYTET,387274284,PAWEL,RUTKOWSKI
214,197,2015-07-09 02:02:41 UTC,BEZPODSTAWNE,919011132,WOJCIECH,WISNIEWSKI
215,40,2015-07-09 07:05:59 UTC,BEZPODSTAWNE,570300045,JANUSZ,KUCHARSKI
216,257,2015-07-09 10:54:27 UTC,PILNE,168556516,MIKOLAJ,ADAMCZYK
217,175,2015-07-09 13:37:41 UTC,BEZPODSTAWNE,130785052,KAMIL,NOWAK
218,296,2015-07-09 17:50:58 UTC,NISKI PRIORYTET,186097630,SZYMON,MAJEWSKI
219,138,2015-07-09 23:38:03 UTC,STANDARDOWE,872944794,MARIUSZ,WROBEL
220,92,2015-07-10 02:46:09 UTC,BEZPODSTAWNE,727986263,MAREK,KUBIAK
221,274,2015-07-10 04:38:24 UTC,NISKI PRIORYTET,301855878,KAROL,KAMINSKI
222,204,2015-07-10 07:28:32 UTC,BEZPODSTAWNE,967769172,PATRYK,NOWAKOWSKI
223,267,2015-07-10 10:23:57 UTC,PILNE,584920311,SEBASTIAN,KANIA
224,125,2015-07-10 12:22:49 UTC,NISKI PRIORYTET,658590261,STANISLAW,NOWAK
225,252,2015-07-10 19:02:24 UTC,BEZPODSTAWNE,614542555,KRZYSZTOF,JASINSKI
226,75,2015-07-11 00:39:22 UTC,BEZPODSTAWNE,763487798,ANDRZEJ,MAZUREK
227,47,2015-07-11 02:30:14 UTC,BEZPODSTAWNE,139856201,IGOR,ZIELINSKI
228,115,2015-07-11 08:09:33 UTC,STANDARDOWE,504728894,PIOTR,WOJCIK
229,72,2015-07-11 11:02:04 UTC,STANDARDOWE,256224043,KAMIL,JAWORSKI
230,210,2015-07-11 14:26:36 UTC,BEZPODSTAWNE,691243200,PAWEL,KOWALCZYK
231,193,2015-07-11 19:28:27 UTC,KRYTYCZNE,363118131,SZYMON,MAKOWSKI
232,304,2015-07-11 23:48:33 UTC,STANDARDOWE,543727532,MATEUSZ,BARAN
233,39,2015-07-12 04:52:55 UTC,BEZPODSTAWNE,969975442,ZBIGNIEW,URBANSKI
234,61,2015-07-12 08:19:12 UTC,BEZPODSTAWNE,277853434,DAWID,SZCZEPANSKI
235,33,2015-07-12 14:05:26 UTC,STANDARDOWE,566443680,PIOTR,KOWALSKI
236,246,2015-07-12 19:32:02 UTC,NISKI PRIORYTET,825143951,ROMAN,PIOTROWSKI
237,226,2015-07-12 21:19:11 UTC,STANDARDOWE,269789588,ADAM,KAMINSKI
238,14,2015-07-13 01:55:56 UTC,NISKI PRIORYTET,282693000,SZYMON,ZALEWSKI
239,308,2015-07-13 07:36:33 UTC,NISKI PRIORYTET,133232945,CZESLAW,ZIELINSKI
240,53,2015-07-13 12:55:51 UTC,STANDARDOWE,127198160,PAWEL,WIECZOREK
241,330,2015-07-13 15:05:48 UTC,NISKI PRIORYTET,679959560,DAWID,KRAJEWSKI
242,86,2015-07-13 19:05:55 UTC,NISKI PRIORYTET,553088502,JAN,NOWAK
243,4,2015-07-13 22:04:41 UTC,BEZPODSTAWNE,685795090,JAROSLAW,NOWICKI
244,28,2015-07-14 00:44:35 UTC,STANDARDOWE,258790253,ANDRII,JANKOWSKI
245,165,2015-07-14 05:23:14 UTC,NISKI PRIORYTET,570161566,PIOTR,SZYMANSKI
246,237,2015-07-14 07:18:05 UTC,NISKI PRIORYTET,565894121,PIOTR,SIKORSKI
247,100,2015-07-14 13:50:45 UTC,BEZPODSTAWNE,844646388,PIOTR,ZIOLKOWSKI
248,74,2015-07-14 19:09:11 UTC,NISKI PRIORYTET,812918738,WIKTOR,GAJEWSKI
249,146,2015-07-15 00:13:51 UTC,NISKI PRIORYTET,701124170,ADAM,KAZMIERCZAK
250,219,2015-07-15 03:36:47 UTC,BEZPODSTAWNE,534917792,MICHAL,ZALEWSKI
251,168,2015-07-15 05:30:58 UTC,PILNE,151789884,ANDRZEJ,BARANOWSKI
252,29,2015-07-15 11:31:51 UTC,BEZPODSTAWNE,776209564,JAN,KOLODZIEJ
253,252,2015-07-15 15:15:43 UTC,BEZPODSTAWNE,607769463,SYLWESTER,MAKOWSKI
254,61,2015-07-15 17:38:35 UTC,BEZPODSTAWNE,893564979,SZYMON,KOWALCZYK
255,28,2015-07-15 21:24:23 UTC,BEZPODSTAWNE,449126863,LUKASZ,BORKOWSKI
256,284,2015-07-16 00:06:25 UTC,BEZPODSTAWNE,266444083,MACIEJ,NOWAK
257,84,2015-07-16 02:12:38 UTC,BEZPODSTAWNE,960059211,DARIUSZ,JASINSKI
258,164,2015-07-16 07:34:22 UTC,PILNE,198707441,ZBIGNIEW,WALCZAK
259,273,2015-07-16 12:55:04 UTC,NISKI PRIORYTET,401496458,DMYTRO,MICHALSKI
260,255,2015-07-16 16:48:59 UTC,STANDARDOWE,530269646,STANISLAW,KOWALCZYK
261,286,2015-07-16 20:24:07 UTC,NISKI PRIORYTET,529580033,GRZEGORZ,KWIATKOWSKI
262,150,2015-07-17 01:56:34 UTC,BEZPODSTAWNE,137080655,KRZYSZTOF,GLOWACKI
263,206,2015-07-17 04:38:02 UTC,BEZPODSTAWNE,494414827,MIKOLAJ,KOWALCZYK
264,131,2015-07-17 09:42:39 UTC,BEZPODSTAWNE,409028546,ADAM,MAZUR
265,85,2015-07-17 13:10:10 UTC,STANDARDOWE,136534912,ROBERT,WOJCIK
266,90,2015-07-17 18:14:07 UTC,STANDARDOWE,371974730,MARIUSZ,GAJEWSKI
267,14,2015-07-17 21:00:05 UTC,PILNE,668409509,HUBERT,JAKUBOWSKI
268,114,2015-07-17 23:19:47 UTC,PILNE,219553676,KAMIL,GRABOWSKI
269,63,2015-07-18 04:33:41 UTC,NISKI PRIORYTET,900694854,KRZYSZTOF,KROL
270,200,2015-07-18 10:20:16 UTC,BEZPODSTAWNE,366865715,ANDRZEJ,WASILEWSKI
271,168,2015-07-18 12:34:12 UTC,STANDARDOWE,921398409,KRZYSZTOF,MARCINIAK
272,28,2015-07-18 16:18:43 UTC,PILNE,546632325,TOMASZ,WISNIEWSKI
273,55,2015-07-18 19:01:13 UTC,PILNE,258222232,HENRYK,RUTKOWSKI
274,82,2015-07-18 22:23:08 UTC,BEZPODSTAWNE,468037925,RADOSLAW,SZCZEPANSKI
